year,beneficial_fraction,crop_water_deficit,relative_water_deficit,total_seasonal_biomass_production,seasonal_yield,crop_water_productivity,section_name,block
2022,0.7530576,0.57898,0.42101994,16.461452,6.245669,1.0847116,Tebere,T25
2022,0.7514223,0.64309794,0.35690206,14.100858,5.3500314,0.8275457,Tebere,T22
2022,0.7346218,0.62962157,0.37037843,15.128096,5.739776,0.91179925,Tebere,T19
2022,0.75892055,0.6209139,0.37908602,17.052603,6.4699574,1.0492244,Tebere,T15
2022,0.7710112,0.66009676,0.3399032,16.919159,6.419328,0.9712941,Tebere,T20
2022,0.7529649,0.6416572,0.35834286,17.499846,6.639648,1.0343242,Tebere,T21
2022,0.7529006,0.6623484,0.33765158,18.070908,6.856315,1.0343825,Tebere,T18
2022,0.76123804,0.6287447,0.3712553,17.68867,6.711288,1.068608,Tebere,T16
2022,0.76553357,0.655142,0.34485796,18.7827,7.126377,1.0886028,Tebere,T17
2022,0.7433508,0.5844951,0.4155049,17.768858,6.7417135,1.1558602,Tebere,T13
2022,0.77088094,0.6132057,0.3867944,18.671299,7.084111,1.1561502,Tebere,T14
2022,0.76155394,0.6138226,0.38617742,18.215754,6.9112706,1.1277636,Tebere,T5
2022,0.74692506,0.5996301,0.40036988,18.476158,7.0100718,1.1705834,Tebere,T2
2022,0.7897169,0.6787965,0.3212035,19.853878,7.5327945,1.2298884,Tebere,T3
2022,0.77890575,0.6066338,0.3933662,19.30949,7.3262477,1.2104928,Tebere,T4
2022,0.7376761,0.5985418,0.40145817,14.178754,5.3795857,0.90302575,Thiba,H8
2022,0.7484524,0.6163115,0.38368854,16.327095,6.1946926,1.0040085,Thiba,H6
2022,0.7402997,0.60692114,0.39307883,15.220265,5.7747474,0.9511354,Thiba,H7
2022,0.7678272,0.71525645,0.28474355,15.79614,5.9932413,0.83372873,Karaba,K7
2022,0.7643135,0.6935003,0.30649972,15.207181,5.7697835,0.82799965,Karaba,K6
2022,0.766537,0.6835171,0.31648287,13.94226,5.289858,0.771597,Karaba,K5
2022,0.7873482,0.6862326,0.31376743,15.410443,5.8469024,0.85065955,Karaba,K4
2022,0.6764037,0.6121445,0.38785553,13.351497,5.065715,0.8240156,Karaba,K8
2022,0.7993952,,,17.56036,6.6626077,0.9639864,Wamumu,W6
2022,0.78642553,0.67268264,0.32731733,13.974408,5.302055,0.7860202,Karaba,K1
2022,0.76258135,0.647407,0.35259297,13.570748,5.148902,0.79758996,Karaba,K2
2022,0.7995116,0.6855461,0.3144539,16.074476,6.098846,0.88679576,Karaba,k3
2022,0.7667711,0.6681687,0.33183125,13.322319,5.054645,0.75079453,Wamumu,K3
2022,0.8110931,0.8403974,0.1596025,16.64307,6.314576,0.87864316,Wamumu,W4
2022,0.7834822,0.66238064,0.33761942,16.64539,6.315457,0.9523418,Wamumu,W3
2022,0.73629,0.6359276,0.3640724,15.555386,5.9018955,0.92370903,Wamumu,W2
2022,0.752622,0.6228217,0.37717843,14.559758,5.5241437,0.8852305,Wamumu,W1
2022,0.75517553,0.73250455,0.26749548,16.59721,6.2971764,0.97961736,Wamumu,W7
2022,0.76834905,0.76301384,0.23698623,19.68683,7.4694157,1.1540349,Mwea,M15
2022,0.75581414,0.74307674,0.25692326,18.720762,7.1028786,1.1251414,Mwea,M17B
2022,0.748891,0.750742,0.24925788,19.374622,7.3509603,1.152667,Mwea,M12A
2022,0.79079,0.7887186,0.2112814,21.454163,8.13996,1.2170478,Mwea,M6A
2022,0.77436006,0.7698856,0.2301144,20.628931,7.8268585,1.1968405,Mwea,M8
2022,0.75669336,0.746937,0.25306305,19.750057,7.4934034,1.1819024,Mwea,M7B
2022,0.82340294,0.8239063,0.1760937,23.525597,8.925888,1.278803,Mwea,M6B
2022,0.7802392,0.76538575,0.23461433,21.291351,8.078188,1.2423673,Mwea,M7A
2022,0.7705405,0.7200167,0.27998328,19.785563,7.506876,1.2272875,Mwea,M10
2022,0.70600194,0.6988993,0.30110073,17.455435,6.622797,1.1169837,Mwea,M12B
2023,0.75407493,0.66469336,0.3353066,17.647448,6.6956487,1.0202838,Thiba,H5
2023,0.74567914,0.76220953,0.2377905,17.902117,6.7922735,1.032252,Thiba,H4
2023,0.7469117,0.7626778,0.23732227,17.573242,6.667495,1.0276542,Thiba,H2
2023,0.7780186,0.7986872,0.2013128,20.698385,7.853211,1.1609848,Thiba,H1
2023,0.7450623,0.71336883,0.28663114,17.120573,6.4957457,0.99510556,Thiba,H3
2023,0.760132,0.6874921,0.31250796,20.701105,7.8542433,1.3497953,Mwea,MIAD
2023,0.7464262,0.75011325,0.24988683,19.603197,7.4376826,1.1711711,Thiba,H19
2023,0.756915,0.73614776,0.2638523,18.798374,7.1323247,1.1427724,Thiba,H18
2023,0.7447569,0.7640314,0.23596852,19.26272,7.308503,1.126036,Thiba,H20
2023,0.7497334,0.73195916,0.26804075,19.939592,7.5653157,1.2211093,Mwea,M14
2023,0.80583745,0.82530624,0.17469378,22.934528,8.70163,1.2437277,Mwea,M16
2023,0.79242224,0.76212156,0.2378785,22.250074,8.441939,1.3112609,Mwea,M17A
2023,0.7698323,0.7540269,0.24597305,21.365526,8.106332,1.2709538,Mwea,M13
2023,0.79274,0.7264436,0.27355635,21.634703,8.208461,1.3358656,Mwea,M11
2023,0.79405797,0.75830907,0.24169096,22.79774,8.649731,1.346392,Mwea,M9
2023,0.8069154,0.78718513,0.21281493,23.965427,9.092764,1.3663497,Mwea,M5
2023,0.78112936,0.7971423,0.20285763,22.857693,8.672478,1.2860184,Mwea,M3
2023,0.78344274,0.7640244,0.23597565,22.271946,8.450238,1.3077533,Mwea,M4
2023,0.79403293,0.82256967,0.17743033,23.48721,8.911324,1.2775402,Mwea,M2
2023,0.8059829,0.80477744,0.19522262,24.200834,9.182081,1.3461459,Mwea,M1
2023,0.81166965,0.71600205,0.28399792,19.618858,7.443625,1.0526984,Tebere,T8
2023,0.7720068,0.6684828,0.33151722,17.741241,6.7312355,1.019762,Tebere,T23
2023,0.7814936,0.69475234,0.3052476,15.552634,5.9008512,0.8568717,Tebere,T11
2023,0.8186158,0.72007215,0.27992785,19.620275,7.444163,1.043663,Tebere,T7
2023,0.822653,0.70894283,0.29105717,18.706617,7.097511,1.0211577,Tebere,T6
2023,0.81222206,0.6629253,0.33707473,22.82624,8.6605425,1.3290592,Tebere,T12
2023,0.75670207,0.59832776,0.40167224,18.158106,6.8893986,1.1751773,Tebere,T25
2023,0.75002843,0.6590725,0.3409275,15.192773,5.7643175,0.882384,Tebere,T22
2023,0.79400784,0.70513725,0.29486272,19.0089,7.2122006,1.0380436,Tebere,T19
2023,0.8292692,0.7350329,0.26496714,22.705235,8.614633,1.1934643,Tebere,T15
2023,0.8058162,0.714973,0.285027,20.279684,7.694351,1.0884235,Tebere,T20
2023,0.77697945,0.6741528,0.32584715,19.908504,7.55352,1.1369506,Tebere,T21
2023,0.79328185,0.7088211,0.29117876,21.403194,8.120624,1.1589458,Tebere,T18
2023,0.8020148,0.7037197,0.29628015,21.744015,8.249935,1.1905259,Tebere,T16
2023,0.7904703,0.71123284,0.28876713,21.876316,8.300132,1.181248,Tebere,T17
2023,0.800382,0.664482,0.335518,23.033419,8.739149,1.3356494,Tebere,T13
2023,0.7952344,0.66117734,0.33882275,22.093935,8.382699,1.2859609,Tebere,T14
2023,0.8210034,0.7129674,0.28703254,23.927097,9.078221,1.2934022,Tebere,T5
2023,0.8071673,0.67496216,0.32503778,23.980064,9.098318,1.3688076,Tebere,T2
2023,0.8284425,0.7210431,0.27895692,23.651653,8.973715,1.3764608,Tebere,T3
2023,0.8162468,0.653112,0.346888,22.944866,8.705552,1.3568417,Tebere,T4
2023,0.78203905,0.62322176,0.3767782,16.495708,6.2586656,1.0190492,Thiba,H8
2023,0.8036123,0.6633679,0.33663207,19.91087,7.5544176,1.152012,Thiba,H6
2023,0.7654142,0.6293097,0.37069032,17.17362,6.5158725,1.0489054,Thiba,H7
2023,0.7932302,0.72103655,0.27896345,17.889462,6.787472,0.9524754,Karaba,K7
2023,0.77641654,0.7056916,0.29430836,16.994936,6.4480796,0.92343223,Karaba,K6
2023,0.790253,0.714925,0.28507507,16.109245,6.112036,0.86491024,Karaba,K5
2023,0.78018063,0.69754773,0.3024523,16.698893,6.3357573,0.91883725,Karaba,K4
2023,0.76519006,0.7123975,0.28760254,18.529491,7.0303073,0.99179363,Karaba,K8
2023,0.8040998,,,19.959787,7.572979,1.0341393,Wamumu,W6
2023,0.7821546,0.6913093,0.3086907,15.346373,5.822594,0.83197546,Karaba,K1
2023,0.75582844,0.68776333,0.31223667,14.950357,5.6723413,0.83365744,Karaba,K2
2023,0.77906674,0.7005591,0.2994409,16.886038,6.4067607,0.9236507,Karaba,k3
2023,0.79175097,0.7102833,0.28971675,15.43734,5.857108,0.8333352,Wamumu,K3
2023,0.80786073,0.849199,0.150801,17.975674,6.8201823,0.94154334,Wamumu,W4
2023,0.80018914,0.70179605,0.29820395,19.163364,7.2708063,1.0468016,Wamumu,W3
2023,0.794004,0.6931467,0.30685326,19.355453,7.343687,1.0689127,Wamumu,W2
2023,0.7873479,0.69150907,0.30849093,17.743284,6.73201,0.98018444,Wamumu,W1
2023,0.77821124,0.7826087,0.2173913,19.110992,7.250935,1.0602021,Wamumu,W7
2023,0.80071473,0.8142207,0.18577927,23.210466,8.806324,1.2776599,Mwea,M15
2023,0.8040594,0.8053082,0.19469169,22.778015,8.642247,1.2678636,Mwea,M17B
2023,0.7770743,0.74536455,0.25463545,21.267628,8.069188,1.2810144,Mwea,M12A
2023,0.80729663,0.82051057,0.1794894,24.330479,9.231269,1.3287935,Mwea,M6A
2023,0.79930776,0.77831644,0.22168355,23.33686,8.8542795,1.3449413,Mwea,M8
2023,0.790003,0.7491438,0.25085622,22.444132,8.515567,1.3447725,Mwea,M7B
2023,0.81486815,0.8173736,0.18262643,24.941296,9.463021,1.3697801,Mwea,M6B
2023,0.81295043,0.7790112,0.22098884,24.031778,9.11794,1.3852855,Mwea,M7A
2023,0.81255054,0.7329949,0.26700515,22.690752,8.609138,1.388709,Mwea,M10
2023,0.75239855,0.7509991,0.24900089,20.932333,7.941973,1.2503632,Mwea,M12B
